,RID,start,end,Distance,Time
1546,67760,"48.813009569576, 8.30600738525391","48.7708836623001, 8.26858520507813",7481,6882
1547,67763,"49.8092992280825, 9.98562812805176","49.7888007975678, 9.97206687927246",4038,3535
1548,67766,"50.5823918764569, 12.7015686035156","50.5795033018046, 12.6974487304688",494,561
1549,67770,"52.5078924735631, 7.13274478912354","52.5687551641115, 7.11793899536133",7171,5826
1550,67771,"50.7471280453859, 7.28187561035156","50.7482311812204, 7.29114532470703",1364,1138
1551,67774,"53.6386463129888, 10.4097175598145","53.6279491577827, 10.4454231262207",4016,3335
1552,67786,"49.1232685717624, 8.52256250407663","49.1407976919174, 8.51452445669566",2658,2162
1553,67787,"52.4112155367139, 13.3302354812622","52.3936204569945, 13.3234977722168",2277,1851
1554,67789,"51.0413988455218, 7.2115459440829","51.0723730689873, 7.29433822605642",8612,7147
1555,67792,"51.8006040473113, 8.02823781967163","51.7924154454768, 8.03921341896057",1392,1197
1556,67796,"51.5407301680876, 7.10566520690918","51.544840480811, 7.10738182067871",682,589
1557,67798,"53.0546172577371, 8.73622298240662","53.0688708291869, 8.7326717376709",2045,1658
1558,67807,"49.5063734330856, 8.62778663635254","49.5181878925646, 8.61834526062012",2509,2038
1559,67811,"51.488772965903, 6.93414330482483","51.4934219411634, 6.92565679550171",1187,961
1560,67815,"51.5270282258913, 7.01193809509277","51.5228980563604, 7.02866435050964",2029,1680
1561,67822,"47.7760779502188, 10.6173831225533","47.7653236311327, 10.6483697917429",3258,2825
1562,67824,"50.0996749780638, 8.73361587524414","50.0786474087742, 8.73207092285156",2794,2324
1563,67836,"52.5679579545023, 13.5714626312256","52.561692262858, 13.5651111602783",1611,1283
1564,67837,"48.1378440925492, 11.5836393507198","53.7721554717697, 12.7638993589151",712545,581685
1565,67849,"51.5686607614909, 7.24622368812561","51.5682783464148, 7.26333618164063",2126,1741
1566,67857,"48.1570363736323, 12.8308930189814","48.1357493074033, 12.8123535902705",3200,2863
1567,67858,"51.7468287074977, 14.3063932657242","51.7396855058489, 14.3069887161255",947,753
1568,67862,"52.415779860385, 13.2514429092407","52.421366170741, 13.2422161102295",1015,838
1569,67867,"53.4949690028274, 10.1295232851408","53.5164938809742, 10.145431994606",4098,3321
1570,67872,"50.7671221125021, 6.94387435913086","50.7484260106052, 6.88756942749024",4946,4242
1571,67873,"48.1127479373953, 11.5228933095932","48.122990539131, 11.525913476944",1521,1227
1572,67877,"51.5721000834028, 13.0619382861187","51.5712669107684, 13.0693435692228",766,646
1573,67882,"49.466687740254, 8.47492218017578","49.4571936749674, 8.45071792602539",4302,3476
1574,67884,"50.516919485758, 10.8544921875","50.7670415851565, 11.590576171875",71292,59088
1575,67888,"50.0146406670111, 11.8460083007813","50.0247293609527, 11.8231773376465",2181,2261
1576,67889,"49.7835413674128, 9.87688064575195","49.780611927555, 9.86040115356445",1589,1472
1577,67891,"52.1342628922008, 10.6444948090939","52.1386058926067, 10.6367119736387",1670,1600
1578,67893,"48.1459028453379, 11.4068341255188","48.146861426505, 11.4104497432709",425,340
1579,67897,"53.5033409680347, 8.6967945098877","53.5029564957827, 8.69782447814942",80,66
1580,67899,"50.8783710837453, 6.87726974487305","50.9052012761168, 6.90413475036621",3893,3115
1581,67900,"52.530901887716, 13.3966684341431","52.5148524277551, 13.3722603321075",3114,2566
1582,67902,"51.0241752908272, 11.5116119384766","51.0116823997298, 11.5212249755859",1819,1578
1583,67905,"53.6918341254555, 10.0297451019287","53.6969708810251, 10.0200462341309",1015,821
1584,67906,"48.4089356555427, 8.88896942138672","48.4048261508068, 8.89617919921875",1256,1118
1585,67912,"53.5090008682124, 12.6919215925227","53.5062128605121, 12.6928550009325",469,415
1586,67913,"48.0962177806763, 11.5224266052246","48.0956349763815, 11.5222549438477",245,200
1587,67916,"48.0864907629057, 11.599348069285","48.1635204296831, 11.4565448462963",16263,13425
1588,67921,"52.3690738615249, 9.72479793137609","52.3541571834482, 9.74595178078744",2544,2130
1589,67926,"52.9140780505118, 12.7908325195313","52.9644704726018, 12.8079986572266",7140,5820
1590,67928,"49.0098045168217, 12.3729164596443","49.0269129279082, 12.3334751097718",4044,3504
1591,67929,"51.2721382202485, 9.55158233642578","51.2686311856179, 9.54922199249268",520,503
1592,67937,"48.764916261593, 9.28756713867188","48.7688852158834, 9.29821014404297",1294,1264
1593,67939,"49.4161323829605, 11.1902940273285","49.413642509982, 11.1879658699036",742,604
1594,67943,"51.3327513933992, 12.3867244709982","51.3173163697957, 12.3642368306173",2951,2483
1595,67944,"51.1322269484285, 6.30911350250244","51.1588518118066, 6.13037109375",15564,12535
1596,67946,"50.8280071380631, 12.7109026908875","50.8669054237658, 12.6136779785156",8826,7044
1597,67947,"49.4673421395474, 11.0109096764427","49.4741870296784, 11.0014557851537",1233,974
1598,67954,"50.3879736576059, 8.06909561622888","50.3894641932437, 8.06984814480529",1046,852
1599,67955,"51.7394610736738, 8.37600231170654","51.8001429323718, 8.43887329101563",10523,8537
1600,67960,"52.35173061741, 13.4157142660115","52.3819284171758, 13.4678993246052",6652,5447
1601,67961,"54.319578695452, 10.1305747032166","54.3236921718778, 10.0993537902832",2500,2158
1602,67962,"52.0162228735266, 12.9921698570251","52.0439919811322, 13.02978515625",4978,3925
1603,67964,"52.4897279734426, 13.349876711145","52.4819402047573, 13.3323812484741",1866,1552
1604,67975,"51.4278052314925, 6.84242248535156","51.4287768611657, 6.81615829467774",2229,1938
1605,67983,"54.2976453120245, 10.2173763513565","54.2850249103687, 10.2566385269165",3478,2805
1606,67984,"53.6051366823406, 10.0508165359497","53.596681894812, 10.0246381759644",2415,1975
1607,67988,"47.6904102571896, 9.83482360839844","47.688135287342, 9.82521057128906",1176,982
1608,67990,"50.4242768044436, 11.1585956811905","50.4196630843337, 11.1418814063291",1645,1668
1609,67994,"49.3036357618712, 6.82328224182129","49.2922103929963, 6.81697905063629",1837,1585
1610,68000,"49.4547492568622, 10.6460972351488","49.4541992381973, 10.6527047287091",1342,1351
1611,68015,"50.1710655849153, 8.39197754859924","50.1751741683332, 8.3881151676178",807,868
1612,68019,"52.5039187104333, 10.513916015625","52.5043530011281, 10.5142593383789",502,404
1613,68021,"51.2550529496037, 6.86842918395996","51.2501190646668, 6.8675708770752",2074,1678
1614,68022,"50.8805643695415, 6.87744140625","50.8116194758949, 6.81873321533203",10350,8497
1615,68035,"50.9491665481927, 10.7039451599121","50.9647192768291, 10.656909942627",4000,3663
1616,68047,"48.8615668621891, 9.88546371459961","48.8624597282709, 9.86898422241211",1561,1198
1617,68051,"52.5131809492644, 13.4036503669631","52.5095696580096, 13.3839611362782",1508,1245
1618,68052,"50.0972524335866, 8.85498046875","50.1138142228725, 8.87502193450928",3147,2617
1619,68059,"52.3748236812843, 7.59917450370267","52.3946260829901, 7.61125946883112",2778,2265
1620,68065,"51.0110613794626, 13.815393447876","51.0342267216665, 13.7703323364258",4345,3572
1621,68067,"52.5023382479279, 13.4774780273438","52.4905237973251, 13.4829711914063",2389,1965
1622,68070,"52.526894304997, 13.4250622987747","52.5261436584522, 13.4331464767456",877,781
1623,68083,"52.5033370372834, 13.1845378875732","52.4989080572841, 13.1685733795166",1753,1412
1624,68084,"52.5659298140144, 13.5051155090332","52.5734500923454, 13.4889793395996",1679,1348
1625,68086,"48.1805095850018, 9.11642074584961","48.2023670520654, 9.10706520080567",2894,2522
1626,68087,"51.4789306883373, 6.90911293029785","51.4903140483083, 6.90297603607178",1957,1556
1627,68088,"49.302320545066, 10.5746841430664","49.2405112846555, 10.8599853515625",24316,19749
1628,68094,"50.7312257453479, 7.07659649888228","50.7245263703971, 7.09264039993286",1591,1335
1629,68100,"51.3628363797114, 12.3848748207092","51.3567825945798, 12.3730248212814",1321,1112
1630,68103,"51.5892556946958, 13.8196930708364","51.590414768662, 13.8464722456411",1896,1498
1631,68111,"49.4107855986785, 6.97945117950439","49.4121822274253, 6.97607159614563",1146,923
1632,68122,"50.3574962301579, 11.1636963102501","50.3465424330227, 11.1533966276329",1867,1465
1633,68124,"47.8714962558379, 8.8148689235095","47.8735323266748, 8.8065361972258",1335,1066
1634,68125,"49.4157237746766, 11.0141319036484","49.4136173378684, 11.0188364982605",603,494
1635,68129,"53.5054716143262, 10.2170276641846","53.5066814224899, 10.2068996429443",1064,868
1636,68136,"49.1507802704932, 7.77351379394531","49.1595267083988, 7.78072357177734",1559,1374
1637,68138,"54.4178062817699, 13.4288406302221","54.4267901033357, 13.449938893209",1919,1607
1638,68143,"48.9602871899033, 8.63830089569092","48.9550655046043, 8.63615512847901",930,998
1639,68145,"48.6518044934188, 9.28868293762207","48.6527145615234, 9.29924011230469",1062,935
1640,68147,"52.6442388064384, 13.7409878968538","52.5990439667841, 13.6199569911696",11626,9380
1641,68151,"52.4441362830221, 13.4592604637146","52.4337308817082, 13.4499049186707",1464,1231
1642,68154,"47.7623006937887, 11.5542800899129","47.7694672103341, 11.5435649870778",1446,1184
1643,68155,"50.9859714533931, 11.0188686847687","50.9929226125812, 11.0173988342285",866,681
1644,68157,"49.9757445118554, 8.33885478816228","49.974751845867, 8.32624626054894",1409,1139
1645,68160,"51.4479970557096, 6.68125051211973","51.4569707606068, 6.68293404422002",1283,1049
1646,68162,"52.1946132576123, 11.1483764648438","52.2421824639397, 11.1943817138672",8127,6654
1647,68167,"50.8113796592214, 6.06210350990295","50.8118470040034, 6.05552673339844",1075,873
1648,68172,"52.0062409256448, 8.51827526144916","52.016619956571, 8.50071644927084",2429,2210
1649,68173,"53.6723709788545, 10.1222244107885","53.6745288249638, 10.1204003179373",264,212
1650,68175,"48.2363506144494, 12.6922988891602","48.2612592233222, 12.707576751709",4609,3798
1651,68177,"48.7817587331093, 9.20379638671875","48.7807747317357, 9.13774967193604",6357,5780
1652,68185,"48.8974665727085, 9.29391860961914","48.8999580636593, 9.29580688476563",406,395
1653,68188,"48.5902767858945, 9.23543929704465","48.6093319512143, 9.18614387337584",8141,7430
1654,68200,"49.2970453334551, 8.92072677612305","49.299746851056, 8.93235683441162",1087,880
1655,68203,"52.3760707573598, 11.986083984375","52.3899342892245, 11.9599914550781",5904,4773
1656,68205,"51.0379153827644, 13.7003695964813","51.0650958965462, 13.6911857128143",7388,6036
1657,68208,"48.8060861946026, 9.0142822265625","48.7836930989691, 9.05814170837403",6295,5448
1658,68211,"52.5431145188253, 13.4258232079446","52.5388919952164, 13.4347476717085",880,717
1659,68213,"53.8104533798438, 9.61993789882399","53.8152068416616, 9.62543106288649",905,737
1660,68225,"51.5677873499168, 10.2461242675781","51.581556581708, 10.290412902832",3942,3129
1661,68229,"48.6982499786541, 8.14201352186501","48.6994254323844, 8.14258575439453",132,113
1662,68232,"51.8700391794472, 10.2864646911621","51.8982746556439, 10.2923011779785",4335,3970
1663,68237,"51.398748811833, 7.80029296875","51.9525037814136, 8.44573974609375",87818,71811
1664,68239,"51.7609732021528, 7.89213180541992","51.7651808969061, 7.88608717957686",825,646
1665,68248,"51.8118829760024, 8.49566531338496","51.8183915213343, 8.53675461024977",3779,3076
1666,68251,"49.4907162724779, 7.635498046875","49.4922731979207, 7.63270854949951",411,328
1667,68252,"51.5844750340752, 10.6179535388947","51.5797213696362, 10.6419968605042",2273,1812
1668,68259,"51.4253496981039, 6.85246467590332","51.4277097959312, 6.87014579772949",1516,1247
1669,68267,"51.5748425185613, 12.2655487060547","51.6063123646115, 12.3644256591797",10736,8666
1670,68270,"53.2931436130456, 9.82246398925781","53.2594757092433, 9.8272705078125",3941,3184
1671,68274,"48.7177403754499, 8.9600157737732","48.7698133225217, 8.73481750488281",20514,17461
1672,68276,"54.4494824399475, 11.1530113220215","54.4548716875053, 11.0067558288574",11444,9190
1673,68277,"50.8698276813152, 12.958205938121","50.8452590016754, 12.9631948462338",3312,2729
1674,68283,"48.6988027298887, 12.6077830069698","48.6986543376529, 12.607096361462",67,53
1675,68286,"54.110198264723, 10.7920761150308","54.1008484302701, 10.9013214195147",8048,6562
1676,68295,"51.3457361579308, 7.49113083409611","51.333879328762, 7.49415207013954",2050,2112
1677,68304,"48.7776155755398, 9.15379786478297","48.7642137814337, 9.14298534131376",2506,2499
1678,68307,"52.5116830499895, 13.1851387023926","52.4998711107529, 13.1833362579346",1823,1472
1679,68308,"49.9548150430303, 8.46213340759278","49.9512215965801, 8.43982813123148",1888,1557
1680,68312,"53.5697157611646, 9.99716699123383","53.5595845669388, 9.98736083507538",1593,1316
1681,68315,"50.868017342512, 6.69731344401953","50.8692351514661, 6.72032219648827",2808,2296
1682,68327,"49.118060824874, 8.27776908874512","49.127166184061, 8.27570915222168",1724,1410
1683,68329,"52.4983313249302, 13.3504056930542","52.4923194391217, 13.3588600158691",1443,1205
1684,68332,"53.5061326744035, 10.2111053466797","53.5030954884879, 10.2071142196655",593,450
1685,68338,"48.1012133296721, 11.6509795188904","48.112772590926, 11.6397571563721",2242,1883
1686,68342,"52.3683086843897, 9.75264608860016","52.3583044066706, 9.74324226379395",1664,1364
1687,68345,"53.1040902482219, 8.88801562759909","53.1039846124899, 8.89295089218649",517,416
1688,68347,"52.415936910653, 13.4955453872681","52.4162440312294, 13.4855246543884",993,794
1689,68350,"49.3545715167674, 6.72412633895874","49.3479301240905, 6.70591950416565",2043,1684
1690,68352,"52.5536215785094, 13.4664058685303","52.5407208781412, 13.4220314025879",3932,3284
1691,68358,"52.596324152881, 13.2979846000671","52.5864889223956, 13.2737159729004",2469,2011
1692,68360,"50.6281449824295, 12.9154897934131","50.6439145457727, 12.9100792425015",2252,1896
1693,68375,"51.6956254103293, 10.8595132827759","51.6905543865251, 10.8597278594971",877,700
1694,68380,"50.7896809019065, 7.05549716949463","50.7864481115343, 7.03845977783203",1499,1220
1695,68381,"50.0917425249716, 9.17760944576003","50.0831278917233, 9.17445194747415",1279,1190
1696,68384,"48.1159884404743, 11.5760248314109","48.1153400111771, 11.5617350184402",1346,1100
1697,68385,"51.5352046822906, 14.6616153832292","51.5418939056686, 14.7158775350545",4533,3696
1698,68393,"53.1220535725778, 13.5018539428711","53.1061861628337, 13.5424518585205",3621,2957
1699,68395,"50.0931691599816, 8.2318925857544","50.0998073427596, 8.23020815849304",1305,1449
1700,68399,"50.1417462190998, 8.1544303894043","50.1603403747793, 8.15394759178162",2739,2335
1701,68403,"52.5700926186699, 13.4104324578584","52.5772079554038, 13.4083135137189",922,757
1702,68409,"48.2006547381291, 11.6131496429443","50.533926911966, 10.3982072324195",308969,252215
1703,68411,"48.7184181424002, 11.4179420436267","48.9356381635975, 11.2740325927734",31851,27092
1704,68413,"48.4200733163137, 9.03020918369293","48.4132593577878, 9.02496814727783",1029,976
1705,68422,"49.0400425068201, 12.414373755455","49.0390924446544, 12.4128609895706",165,135
1706,68425,"51.815427706161, 9.45401430130005","51.8193879826728, 9.43442344665528",3157,2511
1707,68429,"51.3718816774716, 12.3342132568359","51.3649248375765, 12.3003959655762",3306,2665
1708,68432,"51.3369591094331, 12.3373889923096","51.3460328036735, 12.337474822998",1558,1265
1709,68436,"53.3579795781194, 8.77635955810547","53.3592409729415, 8.77429962158203",1108,886
1710,68438,"50.1016237965034, 8.77038896083832","50.0947565096231, 8.77130627632141",795,669
1711,68445,"49.5915984976966, 10.9602660010569","49.6031316202198, 10.9537428687327",1756,1419
1712,68447,"52.9154754652075, 8.8192480802536","52.9211681701567, 8.83777141571045",1693,1457
1713,68454,"52.5306473452925, 13.3328640460968","52.5129040618354, 13.3439898490906",2992,2526
1714,68455,"49.4500483784189, 8.67353439331055","49.5018029239705, 8.79644393920899",14063,13509
1715,68462,"49.4572398771314, 11.0761821269989","49.4574440814571, 11.0495638847351",2177,1758
1716,68467,"53.0667831923278, 10.3598921405501","53.4673915215388, 9.86393094062805",62832,50916
1717,68470,"52.1884403073392, 8.59364678555721","52.1828613713141, 8.61465682246489",1945,1641
1718,68474,"51.3443131105729, 12.3200100659233","51.3625889086647, 12.3194754121505",2557,2069
1719,68477,"52.5471925797302, 13.5642528533936","52.5551210482714, 13.5894012451172",2695,2178
1720,68479,"51.3704475279822, 7.46383666992188","51.3808899218598, 7.49542236328125",2858,2600
1721,68483,"50.6836023033948, 8.36692051978389","50.6811883094866, 8.37505139003042",1022,1179
1722,68485,"52.2536772269851, 8.06259155273438","52.2530519634636, 8.0665397644043",351,325
1723,68491,"49.9036074089595, 10.8579425822245","49.905451872595, 10.8664290908928",944,751
1724,68492,"49.4413838214872, 6.85306549072266","49.438269560145, 6.83589935302734",1595,1382
1725,68498,"50.8097955538543, 12.9390409424377","50.8131105309779, 12.9370456605102",584,443
1726,68510,"47.6861723972421, 10.3055751055945","47.678535992208, 10.3412043966819",5407,4386
1727,68513,"50.8762174148422, 7.61575698852539","50.8742875066188, 7.63305187225342",1466,1575
1728,68525,"48.1012910239641, 11.626302273944","48.0615806611572, 11.5768164396286",6290,5254
1729,68526,"51.5849515731533, 13.240327835083","51.5956840439656, 13.2588672637939",2677,2168
1730,68527,"50.3947400711137, 8.06585311889649","50.3931093701737, 8.05576801300049",1203,941
1731,68531,"48.4032653543791, 12.7630233764648","48.4043859810496, 12.7568435668945",516,441
1732,68535,"49.0023356749938, 13.0780220031738","49.0179453776302, 13.0862617492676",13964,11608
1733,68536,"52.5075078479187, 14.2417831358034","52.5296422146409, 14.2617645137943",4825,3893
1734,68545,"50.9642814203049, 6.83059501752723","50.9640523540137, 6.85307407431537",2294,1862
1735,68550,"51.5083346797654, 7.49198913574219","51.5109041619648, 7.4901008605957",403,312
1736,68559,"48.6961236121479, 8.13520431518555","48.6970413757275, 8.13177108764649",298,241
1737,68571,"49.9422032796942, 11.5796470607165","49.9457130154465, 11.5775871241931",609,476
1738,68574,"51.3224986114556, 9.66968536376953","51.3302326572424, 9.68101501464844",1402,1364
1739,68585,"51.4877059094816, 7.30438041791786","51.489742129603, 7.29219246015418",1197,992
1740,68588,"54.1258587935828, 9.41425323486328","54.1279468672721, 9.40288066864014",953,855
1741,68589,"49.1830779236194, 7.14832305908203","49.1526556396492, 7.13098526000977",5695,4611
1742,68591,"50.8939384704806, 7.65086174011231","50.9038988680641, 7.64562606811524",1546,1338
1743,68598,"49.7177093711363, 11.0667300224304","49.7219544900686, 11.0566771030426",1142,927
1744,68604,"49.5294424114248, 9.74813461303711","49.5340103382504, 9.75605249404907",1223,1443
1745,68606,"48.6006791432263, 9.79928970336914","48.6040846337936, 9.80375289916992",578,604
1746,68611,"53.9526764243233, 10.221061706543","53.94234954982, 10.1863861083984",3050,2485
1747,68612,"52.8314081513151, 13.7631225585938","52.8235334777578, 13.7614059448242",1424,1145
1748,68614,"51.9489478560982, 7.97743678092957","51.9435456494758, 7.94363021850586",3445,2773
1749,68616,"53.8403739790328, 10.6968212127686","53.8279138805761, 10.7507228851318",4931,3983
1750,68618,"48.1411770133992, 11.5128564834595","48.1498247496202, 11.4978361129761",2054,1692
1751,68620,"48.5897100109039, 9.17511176958215","48.595937559947, 9.16954993677791",1022,937
1752,68623,"51.3493579173537, 12.4464958906174","51.3494182255075, 12.4461311101913",-2,-2
1753,68624,"50.0458022757752, 10.2463130961405","50.048343162787, 10.2379016886698",1830,1546
1754,68629,"48.3969495026133, 9.99019431910711","48.3995766124039, 9.99637412867742",674,552
1755,68631,"53.5819783349824, 10.0340752599004","53.5994587492896, 10.0244536391983",2418,2011
1756,68635,"50.4355643224803, 7.82510447475943","50.4318270602633, 7.82579755730694",1117,973
1757,68639,"52.6522285956196, 13.5442543029785","52.655560904462, 13.5080337524414",2783,2269
1758,68641,"52.5110805846132, 13.2925772666931","52.4784380412752, 13.2342338562012",6101,5066
1759,68642,"50.0161642748762, 8.67948531929869","50.030853236912, 8.681459427753",2536,2067
1760,68658,"52.5438733303605, 13.4231472015381","52.5488558061423, 13.4227180480957",702,594
1761,68659,"50.4063585129473, 10.8072209358215","50.4067534000287, 10.8009338378906",564,590
1762,68667,"53.4064747583265, 9.96700286865234","53.4315134389608, 9.90589141845703",6093,5136
1763,68668,"50.7619990726517, 12.7604484558105","50.7667307982181, 12.7615427970886",852,825
1764,68669,"49.0083001379017, 8.39973449707031","49.0146279278345, 8.40917587280274",1217,981
1765,68671,"48.6837075716536, 9.00947570800781","48.6896572269484, 8.99911165237427",1324,1074
1766,68672,"51.5465885857006, 7.76361465104856","51.5509496594577, 7.7694225293817",1125,899
1767,68675,"52.3915637520662, 9.74139976431616","52.3765545592068, 9.73748159391107",2041,1702
1768,68679,"51.9751915257224, 9.51175689697266","51.9771054493103, 9.52823638916016",3865,3938
1769,68684,"48.1114168615541, 11.6791749000549","48.102687426598, 11.6867923736572",1460,1183
1770,68689,"53.2324204012109, 8.78075408516452","53.2245489150395, 8.91808318672702",11949,9619
1771,68690,"53.428804947974, 10.2336910762824","53.5152544612609, 10.2606173849199",12009,9992
1772,68691,"51.2556912868459, 9.58049011125695","53.7822939007474, 12.6500870681013",398172,324418
1773,68699,"49.3668571743946, 8.70203018188477","49.3653841101793, 8.707115650177",525,540
1774,68701,"51.7219240980216, 8.72039794921875","51.7693271183813, 8.89686584472656",15522,13464
1775,68704,"49.9153228864664, 7.07141876220703","49.9160897240707, 7.06214904785156",1451,1387
1776,68708,"49.2708493495297, 7.31629371643066","49.2802658477369, 7.32495188713074",2032,1923
1777,68713,"47.4991117605838, 11.1013412475586","47.5436271617368, 11.1137008666992",5631,4462
1778,68721,"50.187660604093, 8.72297608904773","50.1867454183173, 8.68603348731995",3453,2815
1779,68725,"51.2526691720148, 6.9788932800293","51.244519748271, 7.04618453979492",8381,6960
1780,68728,"52.557790223319, 13.414478302002","52.5560062250328, 13.4148216247559",229,191
1781,68731,"52.2639559537337, 8.04868698120117","52.2882717250229, 8.06499481201172",3874,3218
1782,68732,"52.1501369879533, 9.9513827562987","52.141432219244, 9.95033883969882",1191,935
1783,68733,"50.9780331782143, 10.3201103210449","50.9298147971242, 10.2749633789063",7445,6897
1784,68741,"48.0102601658618, 11.5949706360698","48.1735746621405, 11.5702085492376",20503,16573
1785,68751,"49.1442162140913, 9.20010566711426","49.1438033019327, 9.18877601623535",1171,1047
1786,68757,"49.1710414911301, 6.82516193337506","49.1673498310887, 6.82180595293176",557,537
1787,68760,"49.9459583459134, 11.1669158935547","49.9430971943194, 11.1672592163086",668,687
1788,68761,"51.2995833501884, 7.21233665943146","51.3028031669427, 7.19585716724396",1957,1550
1789,68766,"49.4924785084593, 10.9291648864746","49.5045006920969, 10.9181785583496",2116,1716
1790,68776,"51.7597704171006, 6.10020160675049","51.7483880518226, 6.07337951660156",3006,2424
1791,68785,"49.9900278243995, 8.65780162785086","49.9808344878843, 8.66227340593469",1603,1283
1792,68791,"50.100129191516, 8.26206207275391","50.1294486725803, 8.24772834777832",4067,3724
1793,68793,"50.9654890612898, 6.96379780769348","50.9621448051716, 6.97038531303406",1125,924
1794,68795,"49.1222383008101, 8.34445953369141","49.1288511380862, 8.35424423217774",1360,1113
1795,68798,"52.3821152790231, 9.66831207275391","52.3812639251544, 9.69607830047608",2474,1992
1796,68809,"48.0819887659, 7.82072067260742","48.0989043303199, 7.81814575195313",2431,1975
1797,68814,"50.0924723665306, 10.9787750244141","50.10658750317, 10.9650421142578",2215,1765
1798,68818,"51.6381281911059, 11.1425399780273","51.6082523357575, 11.0821151733398",6232,5211
1799,68823,"49.5282556785297, 6.89470946788788","49.5256867832783, 6.89732193815871",909,720
1800,68829,"51.1735315704972, 7.07450866699219","51.1675041506286, 7.06987380981445",1436,1150
1801,68843,"49.5594863377714, 6.85787200927734","49.5412624384365, 6.85795783996582",2765,2197
1802,68846,"51.955083345264, 7.53353118896484","51.9569677133555, 7.53387451171875",494,399
1803,68847,"47.8106183113943, 11.1334419250488","47.8113100162601, 11.114559173584",3133,2564
1804,68849,"53.3786182186437, 7.196044921875","53.3729962363178, 7.19012260437012",1258,1076
1805,68852,"52.5549886286228, 13.5677289962769","52.5553514762039, 13.5786724090576",852,708
1806,68854,"48.0964403911711, 8.50770950317383","48.0915962430055, 8.4895133972168",1690,1540
1807,68857,"48.0626106817289, 12.2202472697245","48.0567651424062, 12.2250537882792",1895,1600
1808,68866,"50.1062175304454, 8.66836309432984","50.1030534890576, 8.66119623184204",734,627
1809,68872,"53.6252019616882, 10.0230288505554","53.6275158707768, 10.0277924537659",579,493
1810,68881,"50.1617521370977, 8.32351684570313","50.1246726781593, 8.32849502563477",5017,4127
1811,68889,"49.1359834758542, 8.92021179199219","49.1158549160021, 8.93918037414551",3523,3264
1812,68891,"51.2492021918046, 6.80339097976685","51.2435131421945, 6.76620483398438",3417,2937
1813,68895,"52.2058551506207, 8.79611778364051","52.200974981585, 8.79677009477746",990,849
1814,68899,"48.742555554334, 8.96407127380371","48.7383726044698, 8.99325370788574",2433,2036
1815,68901,"51.0313283725529, 6.98618888854981","51.0318239219942, 6.98790550231934",134,112
1816,68905,"49.7551793715108, 11.5500640869141","49.811950464986, 11.5933227539063",8083,6941
1817,68907,"52.4825490524958, 13.4689518847154","52.4845875261781, 13.4755608477281",792,648
1818,68909,"51.3518831977434, 9.52548980712891","51.3507932311865, 9.51072692871094",1453,1213
1819,68912,"47.9258946239069, 9.7430233952764","47.9208899115145, 9.72668552451069",1380,1109
1820,68914,"51.1574673542723, 13.5886931419373","51.1647527432688, 13.59459400177",1401,1282
1821,68916,"52.4878567379089, 13.3864116668701","52.4883312021299, 13.379545211792",716,635
1822,68936,"49.7920354170513, 9.93026196956635","49.7837025433488, 9.908766746521",2665,2671
1823,68939,"52.5991964188071, 13.3565425872803","52.6137878137466, 13.352165222168",2229,1814
1824,68941,"49.3506806283155, 7.18505859375","49.3475843775937, 7.15827941894531",2325,2023
1825,68948,"51.5370811761173, 6.93198680877686","51.5738903360687, 6.85100555419922",9171,7572
1826,68949,"51.3783024488167, 7.51044273245498","51.3810236083282, 7.49404294037959",1654,1568
1827,68953,"53.7139806670405, 10.1281929016113","53.7204820549214, 10.1491355895996",1963,1600
1828,68956,"50.3974735385413, 11.0170018672943","50.3952131349993, 10.982551574707",2974,2430
1829,68962,"50.6588600505386, 13.0672073364258","50.6577826972209, 13.11767578125",5775,5299
1830,68964,"49.0517991526706, 9.24557983875275","49.0498021874305, 9.24792945384979",354,345
1831,68965,"51.5364526443019, 7.56297540428932","51.5400575357868, 7.56891059980262",650,527
1832,68967,"52.1585879688259, 10.5280008321279","52.1478292033143, 10.5019340536091",3020,2567
1833,68969,"51.3168366945941, 12.3724508285522","51.3109845103325, 12.3589754104614",1782,1462
1834,68972,"51.4860437292739, 14.3530426220968","51.4653014919691, 14.3247299152426",4411,3567
1835,68975,"51.3538430640917, 10.0145076512854","51.344219371256, 10.0196789502661",1861,1683
1836,68979,"49.6556439123227, 9.85746574297082","49.6312836471787, 9.80304908647668",6097,5145
1837,68984,"51.3296877814238, 6.552609800965","51.3334578091353, 6.5531015387387",537,442
1838,68991,"48.1423883570025, 11.4637956614024","48.1442143564662, 11.455039859211",865,706
1839,68993,"51.4829597229932, 7.16447639570106","51.4820243237879, 7.16293144330848",153,131
1840,68997,"52.5806300779456, 13.573694229126","52.5870103949329, 13.5751533508301",873,721
1841,69001,"48.8490191741319, 9.8816442489624","48.854439243524, 9.89808082580566",1811,1730
1842,69005,"51.1522302636654, 8.28420639038086","51.1525431935822, 8.33106994628906",4119,4208
1843,69017,"49.2692677016462, 8.70177268981934","49.261869243145, 8.71044158935547",1172,953
1844,69027,"51.5962159496184, 8.16693484783173","51.5932545945757, 8.17252493288834",1050,820
1845,69039,"50.5727716904202, 11.25","53.8294842597236, 12.579345703125",419937,340498
1846,69041,"51.2293083293825, 12.9608631134033","51.228584095595, 12.959725856781",149,122
1847,69042,"50.608966621318, 10.693302154541","50.6150752608772, 10.6864356994629",1600,1948
1848,69047,"48.1372503313953, 11.5117245912552","48.1288650777676, 11.523636818456",1800,1500
