"RID","start","end"
68849,"53.3786182186437, 7.196044921875","53.3729962363178, 7.19012260437012"
68852,"52.5549886286228, 13.5677289962769","52.5553514762039, 13.5786724090576"
68854,"48.0964403911711, 8.50770950317383","48.0915962430055, 8.4895133972168"
68857,"48.0626106817289, 12.2202472697245","48.0567651424062, 12.2250537882792"
68866,"50.1062175304454, 8.66836309432984","50.1030534890576, 8.66119623184204"
68872,"53.6252019616882, 10.0230288505554","53.6275158707768, 10.0277924537659"
68881,"50.1617521370977, 8.32351684570313","50.1246726781593, 8.32849502563477"
68889,"49.1359834758542, 8.92021179199219","49.1158549160021, 8.93918037414551"
68891,"51.2492021918046, 6.80339097976685","51.2435131421945, 6.76620483398438"
68895,"52.2058551506207, 8.79611778364051","52.200974981585, 8.79677009477746"
68899,"48.742555554334, 8.96407127380371","48.7383726044698, 8.99325370788574"
68901,"51.0313283725529, 6.98618888854981","51.0318239219942, 6.98790550231934"
68905,"49.7551793715108, 11.5500640869141","49.811950464986, 11.5933227539063"
68907,"52.4825490524958, 13.4689518847154","52.4845875261781, 13.4755608477281"
68909,"51.3518831977434, 9.52548980712891","51.3507932311865, 9.51072692871094"
68912,"47.9258946239069, 9.7430233952764","47.9208899115145, 9.72668552451069"
68914,"51.1574673542723, 13.5886931419373","51.1647527432688, 13.59459400177"
68916,"52.4878567379089, 13.3864116668701","52.4883312021299, 13.379545211792"
68936,"49.7920354170513, 9.93026196956635","49.7837025433488, 9.908766746521"
68939,"52.5991964188071, 13.3565425872803","52.6137878137466, 13.352165222168"
68941,"49.3506806283155, 7.18505859375","49.3475843775937, 7.15827941894531"
68948,"51.5370811761173, 6.93198680877686","51.5738903360687, 6.85100555419922"
68949,"51.3783024488167, 7.51044273245498","51.3810236083282, 7.49404294037959"
68953,"53.7139806670405, 10.1281929016113","53.7204820549214, 10.1491355895996"
68956,"50.3974735385413, 11.0170018672943","50.3952131349993, 10.982551574707"
68962,"50.6588600505386, 13.0672073364258","50.6577826972209, 13.11767578125"
68964,"49.0517991526706, 9.24557983875275","49.0498021874305, 9.24792945384979"
68965,"51.5364526443019, 7.56297540428932","51.5400575357868, 7.56891059980262"
68967,"52.1585879688259, 10.5280008321279","52.1478292033143, 10.5019340536091"
68969,"51.3168366945941, 12.3724508285522","51.3109845103325, 12.3589754104614"
68972,"51.4860437292739, 14.3530426220968","51.4653014919691, 14.3247299152426"
68975,"51.3538430640917, 10.0145076512854","51.344219371256, 10.0196789502661"
68979,"49.6556439123227, 9.85746574297082","49.6312836471787, 9.80304908647668"
68984,"51.3296877814238, 6.552609800965","51.3334578091353, 6.5531015387387"
68991,"48.1423883570025, 11.4637956614024","48.1442143564662, 11.455039859211"
68993,"51.4829597229932, 7.16447639570106","51.4820243237879, 7.16293144330848"
68997,"52.5806300779456, 13.573694229126","52.5870103949329, 13.5751533508301"
69001,"48.8490191741319, 9.8816442489624","48.854439243524, 9.89808082580566"
69005,"51.1522302636654, 8.28420639038086","51.1525431935822, 8.33106994628906"
69017,"49.2692677016462, 8.70177268981934","49.261869243145, 8.71044158935547"
69027,"51.5962159496184, 8.16693484783173","51.5932545945757, 8.17252493288834"
69039,"50.5727716904202, 11.25","53.8294842597236, 12.579345703125"
69041,"51.2293083293825, 12.9608631134033","51.228584095595, 12.959725856781"
69042,"50.608966621318, 10.693302154541","50.6150752608772, 10.6864356994629"
69047,"48.1372503313953, 11.5117245912552","48.1288650777676, 11.523636818456"
69054,"49.8188252736661, 10.7400369644165","49.8222586210234, 10.7269477844238"
69055,"48.1526134776954, 11.7251758585917","48.1561993751136, 11.7368488322245"
69062,"48.0487099428869, 11.40380859375","47.788034586366, 11.3096033462893"
69068,"51.1750652078511, 14.4198989868164","51.1671290926105, 14.4071960449219"
69069,"51.319576099674, 7.30796813964844","51.3238572114195, 7.305908203125"
69070,"50.7862141007223, 6.05106353759766","50.6072235817758, 6.38923645019531"
69074,"50.1438098938866, 8.56864929199219","50.1474841764582, 8.56401443481445"
69076,"50.0701822688751, 8.43767166137695","50.0464600166669, 8.45290660858154"
69086,"52.6496718092795, 13.197460770607","52.6157414342576, 13.2076907157898"
69087,"51.300596275226, 11.2180709838867","51.2946877898078, 11.2915420532227"
69090,"49.1997796913907, 10.6454086303711","49.1283984288711, 10.7345008850098"
69092,"49.477019990024, 8.66548347577918","49.480483105301, 8.66531181440223"
69095,"48.6986157981764, 9.21392440795899","48.7076267601982, 9.21521186828613"
69099,"50.1653505456987, 8.61807274923194","50.1474676330432, 8.63227128982544"
69101,"48.0655493351281, 11.6286528110504","48.0706468575985, 11.6256809234619"
69108,"50.8048929933194, 7.13068912737072","50.7907206165996, 7.13939767330885"
69109,"52.1545867356309, 14.6246273620636","52.1458293142903, 14.613627345243"
69117,"49.3755330463603, 10.1817169273272","49.3756308317151, 10.1763846859831"
69118,"49.0590141617821, 13.2360255718231","49.0955570746611, 13.2508850097656"
69124,"48.1482497605876, 11.5580506327387","48.1471971161807, 11.5866751673457"
69130,"48.8891030961155, 9.16467189701507","48.8837144120771, 9.1670179340872"
69131,"51.5831072733329, 14.1600723308511","51.559196971029, 14.1326751792803"
69136,"53.1632153991455, 8.23719406093005","53.0387944241933, 8.28755378723145"
69146,"50.5369971689477, 12.2614116710611","50.5394210460673, 12.2623558086343"
69147,"54.1554230874668, 12.0742052793503","54.1788131876303, 12.0699405670166"
69148,"52.4367961756678, 13.3152294176398","52.3959354493042, 13.260054589191"
69149,"51.3494038944755, 12.3814260656945","51.271007529733, 12.3382502642926"
69153,"48.177201543448, 11.7560234048869","48.1859576591266, 11.7549934366252"
69154,"52.0745192175676, 7.00756072998047","52.0930498284225, 7.01442718505859"
69155,"48.8887320321497, 8.33553314208985","48.8034565928995, 8.43681335449219"
69157,"49.5294084637242, 7.21851110458374","49.5324523471538, 7.21879005432129"
69160,"50.8232151906703, 12.9168909788132","50.8190123436101, 12.7577501535416"
69163,"51.265579512796, 12.314719195184","-6.07478345971915, -9.05960083007813"
69165,"50.0605186403437, 8.2413709165121","50.0351941936995, 8.23764324188233"
69166,"51.7715977069958, 9.71637725830078","51.775843135658, 9.70264434814453"
69167,"47.9070145076063, 11.7846681922674","48.1020492875698, 11.4693975452974"
69176,"51.288888802787, 6.80663108825684","51.3122059748034, 6.80886268615723"
69184,"48.4924203061126, 8.00245408509","48.6050893419796, 8.20115356349561"
69202,"51.4997552243441, 7.45686292648316","51.4942114057221, 7.47705459594727"
69204,"54.0992848965329, 10.8136367797852","54.0914704884253, 10.8568954467773"
69216,"47.7433367775532, 8.97339248447679","47.7595527598515, 8.97727203264367"
69217,"53.5560173570374, 10.0355386734009","53.5302278240761, 10.0361824035645"
69218,"51.4621519129675, 7.52548027143348","51.4623283826478, 7.55620765790809"
69222,"51.4756163233713, 6.70586585998535","51.4718706674632, 6.70131683349609"
69225,"52.0574449860229, 13.18359375","52.2697261355976, 13.11767578125"
69233,"48.5004968070655, 8.08662414550781","48.5005081788028, 8.08525085449219"
69234,"50.0948366493621, 8.65971565246582","51.1998843253514, 10.2195609536203"
69235,"49.3503526089626, 8.68864059448242","49.3507374732576, 8.69481611356605"
69237,"52.5498448394946, 13.5590600967407","52.550426277717, 13.5599827766418"
69241,"50.0823436908389, 8.60399007797241","50.0777217875885, 8.5788631439209"
69242,"52.39700517472, 10.7555991411209","52.3920229371812, 10.7897114753723"
69244,"51.8049951291213, 10.3645384311676","51.8015972530488, 10.3641736507416"
69250,"51.4995629831793, 11.954197883606","51.493313755978, 11.9523096084595"
69252,"51.2071818386527, 6.77625560812885","51.2402144429693, 6.77865886740619"
69255,"48.702213536478, 12.0298233692301","48.6909060492964, 12.0211193704745"
69258,"52.3712595245987, 9.72774982452393","52.3524977859709, 9.73195552825928"
69260,"51.4761286398717, 11.9849109632196","51.4673126481624, 11.946973798913"
69265,"52.3047630414209, 9.46204376639798","52.3109974833673, 9.47714996756986"
69267,"53.561628694125, 10.0392723083496","53.5597886017138, 10.056266784668"
69269,"51.5205326424278, 10.8697700500488","51.5237031149484, 10.86998462677"
69272,"51.1083919444749, 13.6502552032471","51.1204668270307, 13.6514568328857"
69276,"49.4645982506194, 11.0743002888921","49.4784588026894, 11.095410346461"
69278,"50.1887971339462, 12.117919921875","50.1931713537793, 12.1079635620117"
69279,"51.5487794931669, 6.82908613153552","51.5576494632123, 6.83675765991211"
69285,"50.9986594839922, 6.80191040039063","50.9999845588829, 6.78199768066406"
69286,"49.9198408349893, 10.931396484375","49.918647488352, 10.9418678283691"
69290,"52.4082835107069, 13.2205009460449","52.410875222265, 13.2097184658051"
69300,"54.0911185246077, 12.0982217788696","54.078554815257, 12.0797252655029"
69304,"50.9447204784711, 6.92773818969727","50.9436788058994, 6.93066716194153"
69308,"51.7427186435485, 8.50728034973145","51.7421836383144, 8.50200176239014"
69313,"48.8177571175781, 11.8480682373047","48.8084989797657, 11.6970062255859"
69330,"47.6924179259232, 9.14851069450379","47.6915079849228, 9.15684700012207"
69336,"49.4956813039659, 8.48303318023682","49.4831318634467, 8.49779605865479"
69343,"50.9104477509382, 8.04405212402344","50.9425090881532, 8.11408996582031"
69353,"50.02651801313, 6.79779052734375","50.009511061914, 6.79744720458984"
69356,"49.9967743124143, 12.3036682605743","49.9845101928168, 12.3137426376343"
69359,"53.1586226777317, 11.7464917874895","53.1586459173547, 11.774785509333"
69361,"49.4556794984214, 11.0680550340112","49.5111738674134, 11.0618247964885"
69363,"50.1819750300148, 8.50796699523926","50.1874177695797, 8.50831031799317"
69364,"49.4595072166035, 11.0713648796082","49.4658388232627, 11.0935306549072"
69378,"47.6957704881828, 10.3549361228943","47.6918663663588, 10.373067855835"
69379,"48.2521989732542, 11.6518485546112","48.2584574765393, 11.6408729553223"
69381,"51.5632197447069, 6.99962139129639","51.5608725099292, 6.97723031044006"
69382,"48.8561599178333, 8.2064437866211","48.8506973448615, 8.20121884346008"
69389,"50.3596520421612, 9.5151047932246","53.8450835384912, 12.9343414097093"
69393,"53.748330139637, 9.66762542724609","53.7491806659506, 9.62891578674317"
69396,"52.4060627645621, 9.69166874951043","52.3863200486261, 9.70679640769959"
69399,"48.1701068493773, 11.4208030700684","47.9965415669111, 11.3612365722656"
69402,"51.3074339408128, 12.37384557724","51.2991616283242, 12.3609209078131"
69406,"52.5753162954274, 13.3300352100923","52.5798827439493, 13.3417511056177"
69409,"49.2628519173623, 11.2945933344599","49.2667236118939, 11.2911257751694"
69411,"51.3072233391249, 6.6782283782959","51.3050770264403, 6.65728569030762"
69412,"50.7579614104021, 6.8415641784668","50.7794578052924, 6.8638801574707"
69418,"54.1560614068386, 11.9463272136636","54.1594237116782, 11.9346542400308"
69421,"50.0517339039158, 8.79050266730701","50.0314298586347, 8.8118891693739"
69427,"50.0015208183217, 8.86252284049988","50.0049339655362, 8.84638130664826"
69428,"51.0790474108229, 13.7072896957397","51.0755153244122, 13.6976981163025"
69430,"50.3262036320811, 8.93463134765625","50.3215800221912, 8.95008087158203"
69435,"51.1135586837507, 13.7894725799561","51.1097089167597, 13.8165767211467"
69437,"50.6719042288204, 12.2648620605469","50.6731893186061, 12.264518737793"
69443,"48.3280853423117, 13.3166313171387","48.319513351219, 13.3207511901855"
69454,"52.4703919142175, 13.341815067397","52.4628469909925, 13.3799238930806"
69465,"48.7088896351994, 9.00741577148438","48.7116139566176, 9.00462627410889"
69468,"51.9700118700689, 8.45296561717987","51.9577571410301, 8.46820592880249"
69471,"49.5079033435411, 11.2838612792257","49.4985810165658, 11.3067426660564"
69478,"49.9753549000094, 9.18723106384278","49.9751384152398, 9.1915225982666"
69480,"50.701730997306, 7.66392946243286","50.6928692340263, 7.67528057098389"
69487,"52.5347663457669, 13.4952020645142","52.5298527065681, 13.5076904296875"
69493,"51.7065020866562, 9.9955673259683","51.701443585117, 9.99144745292142"
69500,"52.5113108631616, 13.3895874023438","52.5744786709507, 13.1736373901367"
69502,"51.0853523825866, 10.667724609375","50.6142325697087, 6.93288803100586"
69504,"49.4521408132216, 11.0640335013159","49.4626144333866, 11.0461664191098"
69509,"54.3147575573643, 13.0828285217285","54.4189832503554, 12.4626159667969"
69517,"53.7955898431966, 12.1795463562012","53.776115397066, 12.2396278381348"
69520,"51.474902522873, 6.88989758491516","51.4759410889759, 6.89924240112305"
69528,"51.3426766226589, 8.28231811523438","51.431410693106, 8.30291748046875"
69530,"48.6319194538148, 12.4320602416992","48.6258282418417, 12.4427032470703"
69537,"51.4586064136908, 7.01044464949519","51.4360893420046, 7.05134296469623"
69540,"49.2523853925373, 6.85684204101563","49.2610585600268, 6.87641143798828"
69543,"50.9904085645087, 11.3254237174988","50.9839933579296, 11.323299407959"
69545,"53.3445181066664, 13.3089923858643","53.3366390608352, 13.3010101318359"
69550,"49.2337828136294, 8.46193313249387","49.225272547395, 8.47772597917356"
69552,"50.9025020372423, 13.3287495377954","50.8941117128258, 13.3109321573284"
69554,"50.9565921369733, 11.0694408425479","50.9591579250018, 11.0562264922555"
69560,"48.9100169226876, 9.26286506757606","48.9181057003867, 9.30872869517771"
69562,"51.3609959204225, 12.3741352558136","51.3696906674109, 12.3823857307434"
69565,"52.134232209156, 11.6174411773682","52.1151079124918, 11.6481685638428"
69584,"52.2471553242014, 10.5751991271973","52.2246481935159, 10.5844688415527"
69587,"51.5315562477851, 7.41585731506348","51.5162314133767, 7.40366935729981"
69588,"49.7443444698102, 6.6285785441869","49.7504509899812, 6.60502338461811"
69594,"50.7723133421546, 6.15680694580078","50.5609667984631, 6.42974853515625"
69600,"49.7141779651138, 11.0620307922363","49.6865634568562, 11.1047744750977"
69605,"50.023336130526, 8.78001093842613","50.0307147074207, 8.77284192742082"
69614,"53.6400584019955, 10.0464203953743","53.658271383889, 10.0383710861206"
69619,"51.4804741914346, 7.14572668075562","51.485498566979, 7.14858591556549"
69620,"53.5993662191577, 9.87140464887489","53.5822335277431, 9.89796066074632"
69622,"48.7596219476235, 8.24115801093285","48.7596035593665, 8.23892855631129"
69624,"48.9553752677881, 9.43614006042481","48.9610673467127, 9.44961547851563"
69636,"53.2280669413119, 10.2902412414551","53.2367682716941, 10.304274559021"
69645,"49.4168678692351, 9.28900480270386","49.8083247103665, 9.93215560913086"
69646,"50.5675656147317, 11.1487197875977","50.5743081905005, 11.1518096923828"
69651,"52.5467289163575, 9.55142784223426","52.5434561823923, 9.57053375663236"
69659,"53.511645355604, 10.2037239074707","53.5127427019321, 10.2044105529785"
69660,"49.1865249655937, 7.63163673884264","49.1920044648895, 7.6372479201018"
69661,"52.5623306119704, 13.2060384750366","52.5657737052625, 13.2072401046753"
69672,"51.1198768394272, 6.90101265907288","51.1182341389275, 6.89857721328735"
69713,"52.1987957633477, 8.5854721069336","52.1777279803507, 8.64349365234375"
69724,"52.5292114373194, 13.6715126002673","52.53235296997, 13.6814689601306"
69741,"49.0362959563339, 12.1288204193115","49.0586376235188, 12.1645259857178"
69742,"49.1795272989796, 7.89539336634334","49.1814268719757, 7.89637428475544"
69744,"53.5041988126044, 10.2090597117785","53.5007358504056, 10.2122640504967"
69746,"52.4569037596794, 13.5791187296854","52.4602143284832, 13.5672740946757"
69747,"51.4685541186286, 7.08337068557739","51.469727051615, 7.0911169052124"
69751,"49.4679918247874, 10.9950238466263","49.5397659883787, 11.0055541992188"
69753,"48.7066542565376, 9.4230365761905","48.7204029022657, 9.42028999415925"
69756,"51.2228514444571, 14.1366577148438","51.2253913054006, 14.1050720214844"
69766,"54.7914331652668, 9.43143010139466","54.7844112041216, 9.41899538040161"
69767,"48.1542110595554, 11.5834007284138","48.1541151495692, 11.593683254323"
69769,"54.0545882642978, 13.7763404846191","54.1559625572193, 13.8178396224976"
69774,"51.1132537965347, 6.95697784336517","51.0653975055273, 6.97281432177988"
69777,"49.8943985414033, 8.690185546875","50.3089891084607, 8.63525390625"
69780,"52.4800481162307, 13.4262085240334","52.4756220105456, 13.4917259373469"
69782,"49.4029743029514, 10.9106726649043","49.4004399071603, 10.906428337621"
69784,"48.2967347256205, 10.9001541137695","48.2852561684205, 10.9039306640625"
69787,"52.4498564261039, 13.7552261352539","52.4467229451805, 13.773250579834"
69789,"53.6545200512321, 10.0859642028809","53.6532054162667, 10.0842475891113"
69792,"51.4463436833818, 7.56271362304688","51.4471710461888, 7.56271362304688"
69797,"52.4971488817096, 13.4088134765625","52.5069471188109, 13.2886505126953"
69802,"49.9919049070085, 6.49635314941406","49.9879662595203, 6.50184631347656"
69806,"54.1109328790162, 11.9311866781209","54.1389893533606, 11.8834648153279"
69811,"52.4433599169139, 13.3761978149414","52.4667266512631, 13.260498046875"
69828,"51.0462218831033, 11.1318969726563","51.0453899673393, 11.135630607605"
69839,"51.4356044435401, 6.76105499267578","51.4367005049694, 6.76067735850505"
69841,"49.5093847890199, 8.54182720184326","49.4692849514061, 8.72348785400391"
69866,"53.611726168397, 10.4051170370076","53.6105168162173, 10.4095802328084"
69872,"53.7974425108525, 12.175785060972","53.7863838719156, 12.2458229027689"
69877,"50.7676675636646, 6.11947059631348","50.7558548363177, 6.12067222595215"
69878,"49.8124701694736, 9.96091425418854","49.8073605589668, 9.94478344917298"
69880,"49.2362942762421, 6.91597938537598","49.2352876924565, 6.91473484039307"
69882,"51.3249332933424, 12.2816848754883","51.3270210632966, 12.2932076454163"
69885,"52.0873005983995, 8.53802919387818","52.0814976365339, 8.53047609329224"
69890,"50.6212920167735, 7.3877477645874","50.6217110608866, 7.38624572753906"
69902,"50.5520666393687, 8.7806510925293","50.552067065422, 8.79022121429444"
69907,"51.3469567702801, 12.3944727144044","51.3389099548107, 12.4239406095876"
69913,"54.1473372698657, 12.0614916086197","54.1483789388058, 12.0535797272169"
69915,"51.1877493923289, 6.6877555847168","51.1644951911975, 6.60861968994141"
69921,"50.5260236243767, 6.47289276821539","50.5301158177833, 6.47174834506586"
69922,"50.9611009823967, 13.937873840332","50.9650147828208, 13.9413070678711"
69939,"50.3897295845697, 6.5444526693318","50.3970754934722, 6.54177475604229"
69942,"51.7904295617807, 12.244886040753","51.7938699755059, 12.2690248515573"
69948,"51.5834457195789, 7.14061975479126","51.5810272275018, 7.13356018066406"
69957,"48.2281328996931, 11.4766681194305","48.2420872245491, 11.3349723815918"
